user_id,face_type,rt,sex,age,recent_cold,img,pd,PVDga,PVDpi,recency,recency.z,PVDga.z,PVDpi.z
14,disfigured,780.8571428571429,NA,NA,recent,4.714285714285714,4.571428571428571,2.75,3.857142857142857,6.5,1.8308123691544107,-2.008557049782736,0.9478902519581264
14,normal,578.4583333333334,NA,NA,recent,4.714285714285714,4.571428571428571,2.75,3.857142857142857,6.5,1.8308123691544107,-2.008557049782736,0.9478902519581264
15,disfigured,759.3333333333334,NA,NA,not recent,3.142857142857143,5.285714285714286,4.75,3.4285714285714284,2.5,-0.566430928905732,1.1820599423950384,0.06937563477351442
15,normal,756.3478260869565,NA,NA,not recent,3.142857142857143,5.285714285714286,4.75,3.4285714285714284,2.5,-0.566430928905732,1.1820599423950384,0.06937563477351442
16,disfigured,742.1304347826087,NA,NA,not recent,5,5.857142857142857,4.625,3,3.75,0.18270760173806255,0.9826463803839276,-0.8091389824110966
16,normal,743.6086956521739,NA,NA,not recent,5,5.857142857142857,4.625,3,3.75,0.18270760173806255,0.9826463803839276,-0.8091389824110966
17,disfigured,614.9166666666666,NA,NA,not recent,5.428571428571429,5.857142857142857,3.625,3,1.5,-1.1657417534207677,-0.6126621157049597,-0.8091389824110966
17,normal,666.4347826086956,NA,NA,not recent,5.428571428571429,5.857142857142857,3.625,3,1.5,-1.1657417534207677,-0.6126621157049597,-0.8091389824110966
18,disfigured,641.875,NA,NA,recent,4.571428571428571,5.857142857142857,4.25,3.2857142857142856,6.25,1.6809846630256517,0.3844056943505949,-0.22346257095468924
18,normal,629.4166666666666,NA,NA,recent,4.571428571428571,5.857142857142857,4.25,3.2857142857142856,6.25,1.6809846630256517,0.3844056943505949,-0.22346257095468924
19,disfigured,939.3913043478261,NA,NA,recent,6,6.714285714285714,4.5,3.2857142857142856,7,2.1304677814119284,0.7832328183728167,-0.22346257095468924
19,normal,965.9047619047619,NA,NA,recent,6,6.714285714285714,4.5,3.2857142857142856,7,2.1304677814119284,0.7832328183728167,-0.22346257095468924
20,disfigured,482.17391304347825,NA,NA,not recent,3.4285714285714284,3.857142857142857,4.25,3.4285714285714284,1.75,-1.0159140472920087,0.3844056943505949,0.06937563477351442
20,normal,484.5217391304348,NA,NA,not recent,3.4285714285714284,3.857142857142857,4.25,3.4285714285714284,1.75,-1.0159140472920087,0.3844056943505949,0.06937563477351442
21,disfigured,619.0434782608696,NA,NA,not recent,2.7142857142857144,4.428571428571429,3.625,3,2.5,-0.566430928905732,-0.6126621157049597,-0.8091389824110966
21,normal,557.4166666666666,NA,NA,not recent,2.7142857142857144,4.428571428571429,3.625,3,2.5,-0.566430928905732,-0.6126621157049597,-0.8091389824110966
22,disfigured,634.25,NA,NA,recent,2.857142857142857,5.428571428571429,3.625,3.4285714285714284,6.25,1.6809846630256517,-0.6126621157049597,0.06937563477351442
